    0.111081314086914062E+02    0.152663905024528512E+01    0.936487275362014854E-04   -0.216013138890266454E+01   -0.384687099586457959E+13   -0.529831319988485294E+01    1
    0.137425118684768677E+02    0.979767721891403154E+00    0.543250671625137359E-04   -0.211763329505920428E+01   -0.203612221888992212E+13   -0.530331319988484751E+01    1
    0.148845225572586060E+02    0.155148822069168091E+01    0.600475794076919602E-04   -0.218077687621116656E+01   -0.180639215692129175E+13   -0.530831319988485095E+01    1
    0.136964654922485352E+02    0.148446699976921082E+01    0.663526009321212750E-04   -0.219204422831535339E+01   -0.147289468577689087E+13   -0.531331319988484285E+01    1
    0.149133467674255371E+02    0.678970235586166315E+00    0.825557011365890526E-04   -0.215672327876090986E+01   -0.122540395048884692E+13   -0.531831319988483830E+01    1
    0.133900117874145508E+02    0.175674005150794987E+01    0.342102751731872550E-04   -0.217845516204833967E+01   -0.611931808778755737E+12   -0.532331319988484530E+01    1
    0.707251429557800293E+01    0.184939118027687077E+01    0.756407195329666162E-04   -0.219964548945426941E+01   -0.537635648556267029E+12   -0.532831319988484609E+01    1
    0.854141831398010254E+01    0.908624017238616855E+00    0.756994684934616168E-04   -0.219196789860725438E+01   -0.332108852352043518E+12   -0.533331319988484154E+01    1
    0.140178394317626953E+02    0.165084741711616512E+01    0.860672497153282235E-04   -0.231137304306030256E+01   -0.318704597785468567E+12   -0.533831319988483788E+01    1
    0.116518533229827881E+02    0.906750428676605158E+00    0.689962156414985692E-04   -0.222506826519966161E+01   -0.284888547102584717E+12   -0.534331319988483511E+01    1
    0.104582220315933228E+02    0.836046242713928134E+00    0.320600549578666687E-04   -0.212637372612953168E+01   -0.269225661124866974E+12   -0.534831319988484299E+01    1
    0.517634093761444092E+01    0.101379831433296208E+01    0.967703118920326238E-04   -0.216502011418342599E+01   -0.263940295495224091E+12   -0.535331319988485443E+01    1
    0.105480468273162842E+02    0.163335602283477788E+01    0.909778685569763207E-04   -0.230598477721214312E+01   -0.235456635789816559E+12   -0.535831319988483568E+01    1
    0.749038398265838623E+01    0.936159449815750055E+00    0.890604313611984336E-04   -0.222504142522811899E+01   -0.190259273220096405E+12   -0.536331319988484623E+01    1
    0.935275256633758545E+01    0.173206403851509094E+01    0.428722653388977030E-04   -0.223667423129081744E+01   -0.159098435447531464E+12   -0.536831319988485056E+01    1
    0.113879722356796265E+02    0.102433509826660152E+01    0.342087291479110711E-04   -0.220623577833175677E+01   -0.119397484333337952E+12   -0.537331319988484601E+01    1
    0.147095561027526855E+02    0.183532058000564580E+01    0.917627419233322118E-04   -0.239349440932273883E+01   -0.972046829463388672E+11   -0.537831319988484857E+01    1
    0.595430552959442139E+01    0.149581725001335153E+01    0.240847773551940954E-04   -0.215439057946205148E+01   -0.579541335448631134E+11   -0.538331319988484491E+01    1
    0.895650744438171387E+01    0.114557158946990967E+01    0.517535196542739885E-04   -0.228341994881629962E+01   -0.481777529085297318E+11   -0.538831319988483948E+01    1
    0.118273240327835083E+02    0.622711843252181985E+00    0.905566533803939835E-04   -0.231919208168983459E+01   -0.417647632472254028E+11   -0.539331319988484825E+01    1
    0.995627880096435547E+01    0.786345636844634988E+00    0.476639346480369584E-04   -0.227855409979820234E+01   -0.281737117735741386E+11   -0.539831319988485436E+01    1
    0.957340419292449951E+01    0.194303655624389643E+00    0.819363409876823408E-04   -0.218812989592552221E+01   -0.215023592490633049E+11   -0.540331319988484537E+01    1
    0.741878390312194824E+01    0.185694974660873413E+01    0.803628413081169094E-04   -0.241585006713867223E+01   -0.130393753766403522E+11   -0.540831319988483905E+01    1
    0.109019094705581665E+02    0.929768818616866999E+00    0.132708734273910545E-04   -0.222704932689666757E+01   -0.938164531214242172E+10   -0.541331319988484161E+01    1
    0.107755500078201294E+02    0.148231844305992122E+01    0.334445914030075058E-04   -0.238332387208938634E+01   -0.697424452918946743E+10   -0.541831319988483973E+01    1
    0.801672518253326416E+01    0.135023577213287349E+01    0.656071158051490773E-04   -0.242980073690414411E+01   -0.532522698831027412E+10   -0.542331319988484406E+01    1
    0.124361282587051392E+02    0.108162869811058049E+01    0.546410995125770599E-04   -0.244824715852737462E+01   -0.451075241661585903E+10   -0.542831319988484751E+01    1
    0.117192113399505615E+02    0.513780629634857156E+00    0.506316068768501278E-04   -0.236030604839324987E+01   -0.405099426528207111E+10   -0.543331319988484829E+01    1
    0.125507712364196777E+02    0.309982573986053445E+00    0.595830106139183088E-04   -0.233493502736091596E+01   -0.344057436009955931E+10   -0.543831319988484552E+01    1
    0.141192591190338135E+02    0.133183264732360834E+00    0.256283301711082468E-04   -0.217273847460746783E+01   -0.239314668023391008E+10   -0.544331319988483830E+01    1
    0.118866199254989624E+02    0.110704456567764287E+01    0.831893676519393957E-05   -0.227708413004875165E+01   -0.233564198137878942E+10   -0.544831319988483820E+01    1
    0.654031932353973389E+01    0.172570602297782894E+01    0.935187847018241979E-04   -0.251433464288711583E+01   -0.197850366639189100E+10   -0.545331319988484342E+01    1
    0.620659112930297852E+01    0.693130189180374057E+00    0.897001199722290084E-04   -0.244340679049491882E+01   -0.123573769615404391E+10   -0.545831319988484953E+01    1
    0.840263903141021729E+01    0.100957345366477957E+01    0.249131695628166212E-04   -0.238771883249282846E+01   -0.114521717331050777E+10   -0.546331319988484410E+01    1
    0.578305721282958984E+01    0.174020594954490671E+01    0.200221061706542985E-04   -0.235503340959548968E+01   -0.113893990131932259E+10   -0.546831319988483777E+01    1
    0.510583221912384033E+01    0.492069017887115434E+00    0.373508307933807389E-04   -0.229279378056526184E+01   -0.886660972698923469E+09   -0.547331319988483678E+01    1
    0.515474319458007812E+01    0.959731173515319780E+00    0.246867240667343150E-04   -0.232675517797470111E+01   -0.814629890992059112E+09   -0.547831319988484022E+01    1
    0.137452620267868042E+02    0.583891844749450661E+00    0.424793860912322995E-04   -0.248072148561477679E+01   -0.547073589866390467E+09   -0.548331319988484100E+01    1
    0.128271877765655518E+02    0.360290646553039551E+00    0.582508915066719040E-04   -0.246881563663482684E+01   -0.421230357222598016E+09   -0.548831319988484623E+01    1
    0.959548354148864746E+01    0.414809876680374168E+00    0.923735635280609169E-04   -0.252919436097145089E+01   -0.284659259826258898E+09   -0.549331319988485411E+01    1
    0.143824499845504761E+02    0.557225710153579690E+00    0.716841871142387356E-04   -0.258928860425949114E+01   -0.215433676186998636E+09   -0.549831319988485046E+01    1
    0.135066872835159302E+02    0.118439400196075448E+00    0.373324850201606727E-04   -0.233311047554016149E+01   -0.212496124620893747E+09   -0.550331319988484413E+01    1
    0.627336025238037109E+01    0.653113150596618564E+00    0.855834645032882710E-05   -0.227827482819557225E+01   -0.199619732800717741E+09   -0.550831319988484491E+01    1
    0.100572031736373901E+02    0.331442773342132568E+00    0.775895020961761512E-04   -0.251491719484329224E+01   -0.180717440277805895E+09   -0.551331319988484569E+01    1
    0.129921185970306396E+02    0.188587474226951590E+01    0.664266180992126501E-05   -0.245170928835868818E+01   -0.147427288886742413E+09   -0.551831319988484470E+01    1
    0.715432345867156982E+01    0.445349913835525468E+00    0.138020570278167740E-04   -0.233048095107078534E+01   -0.130691938643446237E+09   -0.552331319988484637E+01    1
    0.711411416530609131E+01    0.142058220505714417E+01    0.247893249988555891E-05   -0.226812875270843506E+01   -0.114976075857930169E+09   -0.552831319988484449E+01    1
