    0.467134118080139160E+00   -0.155735254945329231E+02
    0.435426236478495265E+00   -0.148610669709647709E+02
    0.428751145471950645E+00   -0.147161050176330583E+02
    0.416264680682260024E+00   -0.144499063944206831E+02
    0.413114160361631455E+00   -0.143837887971278011E+02
    0.403169393539428711E+00   -0.141779338477207659E+02
    0.381754094062843885E+00   -0.137498736717722956E+02
    0.363127134666056894E+00   -0.133953516721837609E+02
    0.362149600539826033E+00   -0.133772228526862662E+02
    0.351746465172618816E+00   -0.131873210559355680E+02
    0.347312120725663254E+00   -0.131080841193619815E+02
    0.342951952083556055E+00   -0.130311866752806065E+02
    0.335956668041487105E+00   -0.129099471293101153E+02
    0.329856644556192125E+00   -0.128064022819297776E+02
    0.328501778002218359E+00   -0.127836831851735013E+02
    0.324230753465039323E+00   -0.127127354539578974E+02
    0.312076493808176259E+00   -0.125165004990334729E+02
    0.305406640263824969E+00   -0.124124491862381934E+02
    0.303223321243819122E+00   -0.123789589890439800E+02
    0.303033086074584401E+00   -0.123760543706945771E+02
    0.297572575496503178E+00   -0.122936036235887336E+02
    0.295984673025082079E+00   -0.122699641895989338E+02
    0.295063019323179687E+00   -0.122563134644667784E+02
    0.294333913672492509E+00   -0.122455511833251194E+02
    0.291327367341256638E+00   -0.122015145598808239E+02
    0.291265906561609556E+00   -0.122006201231025742E+02
    0.289590856817394049E+00   -0.121763326028862338E+02
    0.286495836522259850E+00   -0.121319118395144514E+02
    0.286379882732668067E+00   -0.121302591726660118E+02
    0.285825372935751665E+00   -0.121223674122953078E+02
    0.283957065004562748E+00   -0.120959187800699386E+02
    0.283275147096882396E+00   -0.120863195639756231E+02
    0.283218194698095116E+00   -0.120855191744396553E+02
    0.282434268672555555E+00   -0.120745228108500022E+02
    0.275707556275388010E+00   -0.119817590082954766E+02
    0.275250919651008563E+00   -0.119755659864656341E+02
    0.273399185867000905E+00   -0.119505890532343066E+02
    0.273387308388028938E+00   -0.119504295544989247E+02
    0.270408444081122301E+00   -0.119107140693302735E+02
    0.269102593221245634E+00   -0.118934846012690087E+02
    0.265633375291122631E+00   -0.118482499115214104E+02
    0.264028525191401409E+00   -0.118275904889309835E+02
    0.263513215310563931E+00   -0.118209926966288172E+02
    0.260737591811567748E+00   -0.117857558146650145E+02
    0.260441224979414188E+00   -0.117820234823689702E+02
    0.258605173273571187E+00   -0.117590308098838214E+02
    0.256552762377424859E+00   -0.117335943113620083E+02
    0.256431075895794280E+00   -0.117320950266217334E+02
    0.253800849020368702E+00   -0.116999309156799196E+02
    0.253490428707474680E+00   -0.116961655662888635E+02
    0.253239478739822110E+00   -0.116931263281089244E+02
    0.252859353031656076E+00   -0.116885307377389154E+02
    0.251461267471313477E+00   -0.116717122993696698E+02
    0.251274788531968329E+00   -0.116694790208904795E+02
    0.249777592073752219E+00   -0.116516339946354375E+02
    0.249348847039946003E+00   -0.116465518377255215E+02
    0.248653784180409121E+00   -0.116383394435309953E+02
    0.247562132446222799E+00   -0.116255077051077205E+02
    0.245376980091912167E+00   -0.116000673221171553E+02
    0.243965056104779060E+00   -0.115838034562250378E+02
    0.243965056104779060E+00   -0.115838034562250378E+02
    0.243226190118655511E+00   -0.115753472264439647E+02
    0.237379429696534194E+00   -0.115097659918612614E+02
    0.237028273350537583E+00   -0.115059030072770039E+02
    0.234240281914928322E+00   -0.114755400311474034E+02
    0.233934989342253541E+00   -0.114722484213322478E+02
    0.233633724447839281E+00   -0.114690066817741112E+02
    0.233135831470371174E+00   -0.114636631842834955E+02
    0.231600403785705566E+00   -0.114472950319570081E+02
    0.230693897349410648E+00   -0.114377098348844743E+02
    0.230152950068504114E+00   -0.114320177924464730E+02
    0.230152950068504114E+00   -0.114320177924464730E+02
    0.229846369446105619E+00   -0.114288010828320541E+02
    0.229220261661831348E+00   -0.114222526206392345E+02
    0.227955876345265235E+00   -0.114091136749198849E+02
    0.227955876345265235E+00   -0.114091136749198849E+02
    0.226851944785602555E+00   -0.113977355663438296E+02
    0.226851944785602555E+00   -0.113977355663438296E+02
    0.226582059048509366E+00   -0.113949671643793220E+02
    0.226057767868041992E+00   -0.113896040902067437E+02
    0.225287567757461560E+00   -0.113817613779518876E+02
    0.223254671656449327E+00   -0.113612662139082872E+02
    0.222405352107959808E+00   -0.113527919735400182E+02
    0.221636661661237022E+00   -0.113451672600500029E+02
    0.220617722715780507E+00   -0.113351263945125105E+02
    0.220617722715780507E+00   -0.113351263945125105E+02
    0.220076680631395433E+00   -0.113298255140085669E+02
    0.220076680631395433E+00   -0.113298255140085669E+02
    0.219591259956359863E+00   -0.113250877241691157E+02
    0.219591259956359863E+00   -0.113250877241691157E+02
    0.218412024557127216E+00   -0.113136497589579896E+02
    0.218412024557127216E+00   -0.113136497589579896E+02
    0.217986326374991601E+00   -0.113095456607566689E+02
    0.217359453891352611E+00   -0.113035262058462909E+02
    0.217192769050598145E+00   -0.113019304812821719E+02
    0.217192769050598145E+00   -0.113019304812821719E+02
    0.214375407829291015E+00   -0.112752676894483166E+02
    0.213497693088433554E+00   -0.112670806377821950E+02
    0.213117551489663049E+00   -0.112635524546293642E+02
    0.211719025132643429E+00   -0.112506644586184468E+02
    0.211719025132643429E+00   -0.112506644586184468E+02
    0.211563484273705055E+00   -0.112492400437764282E+02
    0.196888832678475531E-03   -0.112446794648193311E+02
    0.196888832678475531E-03   -0.112446794648193311E+02
    0.104214310709711908E-02   -0.112358886125421318E+02
    0.209940220990893212E+00   -0.112344817579127376E+02
    0.120251091565040397E-02   -0.112342297868988883E+02
    0.120251091565040397E-02   -0.112342297868988883E+02
    0.208596505327900417E+00   -0.112224134911544375E+02
    0.208596505327900417E+00   -0.112224134911544375E+02
    0.269346606798050127E-02   -0.112189453203788823E+02
    0.208160380251858318E+00   -0.112185255119170559E+02
    0.208160380251858318E+00   -0.112185255119170559E+02
    0.207591545050453741E+00   -0.112134758213860035E+02
    0.207574739873925301E+00   -0.112133270059852563E+02
    0.382902983106906325E-02   -0.112074707970246106E+02
    0.382902983106906325E-02   -0.112074707970246106E+02
    0.388647088870468531E-02   -0.112068941960649617E+02
    0.388647088870468531E-02   -0.112068941960649617E+02
    0.206699283778777942E+00   -0.112056038158954756E+02
    0.413162116031525264E-02   -0.112044374803572495E+02
    0.413162116031525264E-02   -0.112044374803572495E+02
    0.206000918973426622E+00   -0.111994841320337759E+02
    0.206000918973426622E+00   -0.111994841320337759E+02
    0.205981124642077351E+00   -0.111993112105783794E+02
    0.205981124642077351E+00   -0.111993112105783794E+02
    0.205900460160285986E+00   -0.111986068375687786E+02
    0.488774355337732135E-02   -0.111969023564799155E+02
    0.205565661838165575E+00   -0.111956885619632551E+02
    0.205545126098315323E+00   -0.111955098361673908E+02
    0.507590734864537749E-02   -0.111950371057294475E+02
    0.205384821688825658E+00   -0.111941157718523705E+02
    0.205384821688825658E+00   -0.111941157718523705E+02
    0.596336259165043420E-02   -0.111862929296011622E+02
    0.204329662810130097E+00   -0.111849880153766748E+02
    0.203924921436955175E+00   -0.111815090310580647E+02
    0.203924921436955175E+00   -0.111815090310580647E+02
    0.203432387890079169E+00   -0.111772921038118724E+02
    0.203432387890079169E+00   -0.111772921038118724E+02
    0.202873220426387224E+00   -0.111725268976881065E+02
    0.202852143899882292E+00   -0.111723477467162056E+02
    0.778208511138584521E-02   -0.111686461589891604E+02
    0.201128368477449471E+00   -0.111578095482042876E+02
    0.896719807211508908E-02   -0.111573444050191100E+02
    0.200390595045980419E+00   -0.111516561382812522E+02
    0.200367741629189189E+00   -0.111514661899033509E+02
    0.102397359912285678E-01   -0.111453817495817162E+02
    0.197204341786352488E+00   -0.111255575951888375E+02
    0.197083067451583882E+00   -0.111245795699844088E+02
    0.136609251165156799E-01   -0.111141047592129389E+02
    0.136609251165156799E-01   -0.111141047592129389E+02
    0.195590257644653320E+00   -0.111126331177715088E+02
    0.195161910423898521E+00   -0.111092368092799507E+02
    0.145914221164815221E-01   -0.111058202908497954E+02
    0.145914221164815221E-01   -0.111058202908497954E+02
    0.194191932678222656E+00   -0.111015981927133929E+02
    0.194191932678222656E+00   -0.111015981927133929E+02
    0.193730797176125014E+00   -0.110979921676234508E+02
    0.193730797176125014E+00   -0.110979921676234508E+02
    0.163940971518185680E-01   -0.110900400623151985E+02
    0.166754770427770191E-01   -0.110876089401383382E+02
    0.166754770427770191E-01   -0.110876089401383382E+02
    0.191549658775329590E+00   -0.110811586448732378E+02
    0.191549658775329590E+00   -0.110811586448732378E+02
    0.176552822649998914E-01   -0.110792107697106754E+02
    0.189737740013274592E+00   -0.110674551843455173E+02
    0.201874024350461451E-01   -0.110579908673370291E+02
    0.209233039119186351E-01   -0.110519542519351521E+02
    0.209233039119186351E-01   -0.110519542519351521E+02
    0.210398435592651367E-01   -0.110510036527644502E+02
    0.210398435592651367E-01   -0.110510036527644502E+02
    0.214338620886104746E-01   -0.110478005759218263E+02
    0.214338620886104746E-01   -0.110478005759218263E+02
    0.215484002740579279E-01   -0.110468726157772696E+02
    0.232779979705810547E-01   -0.110330320969480216E+02
    0.248267622723701183E-01   -0.110209122945359734E+02
    0.183273579637828810E+00   -0.110206569259895861E+02
    0.183010274521939131E+00   -0.110188203145124390E+02
    0.252669628030307222E-01   -0.110175146062360767E+02
    0.253027677536010742E-01   -0.110172391611661524E+02
    0.182703738174264635E+00   -0.110166890561552382E+02
    0.182387344373868554E+00   -0.110144970527189390E+02
    0.265409820469308215E-01   -0.110077983120715643E+02
    0.180179508893685558E+00   -0.109994217268774275E+02
    0.179697354834237877E+00   -0.109961810135584628E+02
    0.281498444002786750E-01   -0.109957768079528524E+02
    0.281498444002786750E-01   -0.109957768079528524E+02
    0.179513615775909768E+00   -0.109949509105919478E+02
    0.179210990422463134E+00   -0.109929307418695128E+02
    0.178257330909901285E+00   -0.109866123458146259E+02
    0.297148165144034901E-01   -0.109843486356479474E+02
    0.297370716853326209E-01   -0.109841880015479667E+02
    0.298688807118760828E-01   -0.109832377078829726E+02
    0.177233273974508582E+00   -0.109799083652372893E+02
    0.177116299199433447E+00   -0.109791479255116524E+02
    0.177116299199433447E+00   -0.109791479255116524E+02
    0.307172412300838471E-01   -0.109771656193962173E+02
    0.309058257237661005E-01   -0.109758262417864820E+02
    0.176110681970170352E+00   -0.109726557116339869E+02
    0.176110681970170352E+00   -0.109726557116339869E+02
    0.175380931197707562E+00   -0.109679952374263845E+02
    0.174886334894854556E+00   -0.109648608623543211E+02
    0.326547444435192694E-01   -0.109635849416481097E+02
    0.174648761749267578E+00   -0.109633622948580616E+02
    0.174568204202804722E+00   -0.109628551832518273E+02
    0.174550082872122370E+00   -0.109627411809800570E+02
    0.174198081701920360E+00   -0.109605319642646961E+02
    0.174198081701920360E+00   -0.109605319642646961E+02
    0.330990103432197841E-01   -0.109605270493827121E+02
    0.174095557703396908E+00   -0.109598903824118583E+02
    0.174095557703396908E+00   -0.109598903824118583E+02
    0.173682457959460801E+00   -0.109573138358334727E+02
    0.337454697802064690E-01   -0.109561147915711281E+02
    0.172733566618225698E+00   -0.109514476002299794E+02
    0.350637916827433727E-01   -0.109472538544082578E+02
    0.171774320913006567E+00   -0.109455912604499090E+02
    0.171713274098360819E+00   -0.109452210789610511E+02
    0.358297835150699975E-01   -0.109421896184012688E+02
    0.170454497558055362E+00   -0.109376552753226566E+02
    0.170454497558055362E+00   -0.109376552753226566E+02
    0.169827219108426242E+00   -0.109339330351973452E+02
    0.169050290115349611E+00   -0.109293671039889020E+02
    0.382587555948983027E-01   -0.109265394207331816E+02
    0.382587555948983027E-01   -0.109265394207331816E+02
    0.168386273757810179E+00   -0.109255036821481397E+02
    0.388017965880959187E-01   -0.109231253138315587E+02
    0.167906606610827458E+00   -0.109227352051454609E+02
    0.395435103424468595E-01   -0.109185120942882712E+02
    0.167115709218576214E+00   -0.109182114126440659E+02
    0.167010237104825432E+00   -0.109176119920461137E+02
    0.399756472787524200E-01   -0.109158509025659995E+02
    0.399756472787524200E-01   -0.109158509025659995E+02
    0.399813774217185822E-01   -0.109158157463990602E+02
    0.402522269772692121E-01   -0.109141579200354446E+02
    0.166346106781721903E+00   -0.109138584943647583E+02
    0.166346106781721903E+00   -0.109138584943647583E+02
    0.166218752991471069E+00   -0.109131428465049893E+02
    0.421376686088131489E-01   -0.109028297908471643E+02
    0.421376686088131489E-01   -0.109028297908471643E+02
    0.163689243968828918E+00   -0.108992041872047665E+02
    0.427901199201066867E-01   -0.108989960697026671E+02
    0.427901199201066867E-01   -0.108989960697026671E+02
    0.163602391458340213E+00   -0.108987349293165803E+02
    0.163561744874962806E+00   -0.108985155320530875E+02
    0.431944782351188841E-01   -0.108966423549445341E+02
    0.432996981451256799E-01   -0.108960326731233206E+02
    0.162989515458707102E+00   -0.108954412630243809E+02
    0.162570283474137184E+00   -0.108932060930635526E+02
    0.162375443997586189E+00   -0.108921722250439608E+02
    0.162304249963345415E+00   -0.108917952328660590E+02
    0.443755685298539287E-01   -0.108898647282204664E+02
    0.161403043619409131E+00   -0.108870592858839395E+02
    0.161299538090815653E+00   -0.108865196498974584E+02
    0.450319990090208983E-01   -0.108861604514230095E+02
    0.450608792537136177E-01   -0.108859985047376959E+02
    0.161073827608675779E+00   -0.108853459603602776E+02
    0.160587366968665157E+00   -0.108828307142559702E+02
    0.160587366968665157E+00   -0.108828307142559702E+02
    0.460876702323973764E-01   -0.108802968974932011E+02
    0.460876702323973764E-01   -0.108802968974932011E+02
    0.463419912232688330E-01   -0.108789015571321439E+02
    0.159704449749747707E+00   -0.108783156835530654E+02
    0.159494649215845219E+00   -0.108772523222378759E+02
    0.159478595775338489E+00   -0.108771711068536607E+02
    0.159406418392851357E+00   -0.108768062212587058E+02
    0.159382053014052449E+00   -0.108766831421782246E+02
    0.468985676164856979E-01   -0.108758712168664289E+02
    0.159066142152759160E+00   -0.108750918174259983E+02
    0.471226749738189107E-01   -0.108746600800053006E+02
    0.471275850591754489E-01   -0.108746336026479540E+02
    0.473783352461599680E-01   -0.108732847562572985E+02
    0.157982360234918295E+00   -0.108696955962991808E+02
    0.480723667853267950E-01   -0.108695852257706100E+02
    0.497248307863276950E-01   -0.108609765408808272E+02
    0.503244879172651122E-01   -0.108579220157811083E+02
    0.155494689936833380E+00   -0.108576797024506657E+02
    0.503936147134085577E-01   -0.108575722728279196E+02
    0.155220624511935745E+00   -0.108563875546122102E+02
    0.506731701850902591E-01   -0.108561628813140221E+02
    0.154958154939856457E+00   -0.108551559768024024E+02
    0.509114835019583711E-01   -0.108549677459634815E+02
    0.511916191832192946E-01   -0.108535703204235876E+02
    0.516949560174275458E-01   -0.108510796912182350E+02
    0.154074388647769844E+00   -0.108510515800930278E+02
    0.518306386586469964E-01   -0.108504127426145569E+02
    0.518306386586469964E-01   -0.108504127426145569E+02
    0.520929852621248302E-01   -0.108491285224152865E+02
    0.522229882064997042E-01   -0.108484947517051999E+02
    0.153213797041182626E+00   -0.108471178387479128E+02
    0.153161352249920113E+00   -0.108468801279066991E+02
    0.525558634164364213E-01   -0.108468798506151263E+02
    0.534906327955708555E-01   -0.108424055012834710E+02
    0.535294907806637688E-01   -0.108422214365240208E+02
    0.538137093875057926E-01   -0.108408798191855276E+02
